"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",72,4456,17,4545,2022-11-25
"20 - 24",6,1179,4,1189,2022-11-25
"25 - 29",12,1996,3,2011,2022-11-25
"30 - 34",12,2715,16,2743,2022-11-25
"35 - 39",15,2771,17,2803,2022-11-25
"40 - 44",20,3030,24,3074,2022-11-25
"45 - 49",16,4326,47,4389,2022-11-25
"50 - 54",46,6681,123,6850,2022-11-25
"55 - 59",48,8252,219,8519,2022-11-25
"60 - 64",71,8990,417,9478,2022-11-25
"65 - 69",85,9577,834,10496,2022-11-25
"70 - 74",111,11621,1653,13385,2022-11-25
"75 - 79",155,11915,2796,14866,2022-11-25
"80 - 84",144,10243,3224,13611,2022-11-25
"85 - 89",106,6989,2493,9588,2022-11-25
">90",48,3397,1190,4635,2022-11-25
