"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",51,2071,10,2132,2022-01-07
"20 - 24",7,700,3,710,2022-01-07
"25 - 29",25,1182,3,1210,2022-01-07
"30 - 34",16,1725,13,1754,2022-01-07
"35 - 39",33,1913,11,1957,2022-01-07
"40 - 44",27,2286,17,2330,2022-01-07
"45 - 49",29,3561,31,3621,2022-01-07
"50 - 54",75,5403,90,5568,2022-01-07
"55 - 59",81,6515,160,6756,2022-01-07
"60 - 64",104,6735,311,7150,2022-01-07
"65 - 69",103,6719,649,7471,2022-01-07
"70 - 74",149,7915,1346,9410,2022-01-07
"75 - 79",174,7630,2264,10068,2022-01-07
"80 - 84",128,6128,2659,8915,2022-01-07
"85 - 89",78,3884,1976,5938,2022-01-07
">90",34,1740,850,2624,2022-01-07
