"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",79,2365,13,2457,2022-01-29
"20 - 24",25,770,3,798,2022-01-29
"25 - 29",30,1309,3,1342,2022-01-29
"30 - 34",38,1847,13,1898,2022-01-29
"35 - 39",38,2037,12,2087,2022-01-29
"40 - 44",24,2391,18,2433,2022-01-29
"45 - 49",23,3659,32,3714,2022-01-29
"50 - 54",61,5559,94,5714,2022-01-29
"55 - 59",71,6714,164,6949,2022-01-29
"60 - 64",81,6950,323,7354,2022-01-29
"65 - 69",81,6899,669,7649,2022-01-29
"70 - 74",109,8147,1373,9629,2022-01-29
"75 - 79",137,7882,2319,10338,2022-01-29
"80 - 84",108,6339,2710,9157,2022-01-29
"85 - 89",90,4016,2020,6126,2022-01-29
">90",35,1799,874,2708,2022-01-29
