"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",58,1965,11,2034,2021-12-19
"20 - 24",7,671,3,681,2021-12-19
"25 - 29",17,1124,2,1143,2021-12-19
"30 - 34",22,1635,12,1669,2021-12-19
"35 - 39",28,1828,11,1867,2021-12-19
"40 - 44",34,2203,16,2253,2021-12-19
"45 - 49",42,3457,30,3529,2021-12-19
"50 - 54",86,5237,86,5409,2021-12-19
"55 - 59",98,6302,155,6555,2021-12-19
"60 - 64",142,6486,289,6917,2021-12-19
"65 - 69",183,6404,614,7201,2021-12-19
"70 - 74",242,7540,1297,9079,2021-12-19
"75 - 79",276,7265,2164,9705,2021-12-19
"80 - 84",242,5827,2550,8619,2021-12-19
"85 - 89",143,3715,1896,5754,2021-12-19
">90",58,1653,820,2531,2021-12-19
