"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",84,4068,15,4167,2022-08-19
"20 - 24",7,1118,3,1128,2022-08-19
"25 - 29",15,1908,3,1926,2022-08-19
"30 - 34",18,2607,16,2641,2022-08-19
"35 - 39",10,2647,17,2674,2022-08-19
"40 - 44",21,2912,23,2956,2022-08-19
"45 - 49",13,4211,45,4269,2022-08-19
"50 - 54",38,6457,116,6611,2022-08-19
"55 - 59",44,7932,207,8183,2022-08-19
"60 - 64",57,8552,404,9013,2022-08-19
"65 - 69",85,8927,787,9799,2022-08-19
"70 - 74",132,10714,1592,12438,2022-08-19
"75 - 79",162,10704,2681,13547,2022-08-19
"80 - 84",139,9093,3094,12326,2022-08-19
"85 - 89",119,6123,2380,8622,2022-08-19
">90",52,2935,1115,4102,2022-08-19
