"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",84,2442,13,2539,2022-02-01
"20 - 24",26,787,3,816,2022-02-01
"25 - 29",36,1336,3,1375,2022-02-01
"30 - 34",32,1892,13,1937,2022-02-01
"35 - 39",45,2060,12,2117,2022-02-01
"40 - 44",33,2407,19,2459,2022-02-01
"45 - 49",32,3676,32,3740,2022-02-01
"50 - 54",70,5579,94,5743,2022-02-01
"55 - 59",76,6741,168,6985,2022-02-01
"60 - 64",82,6984,326,7392,2022-02-01
"65 - 69",99,6925,670,7694,2022-02-01
"70 - 74",133,8168,1378,9679,2022-02-01
"75 - 79",151,7913,2328,10392,2022-02-01
"80 - 84",133,6359,2720,9212,2022-02-01
"85 - 89",115,4029,2023,6167,2022-02-01
">90",45,1811,877,2733,2022-02-01
