"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,1793,11,1866,2021-11-29
"20 - 24",4,618,3,625,2021-11-29
"25 - 29",21,1037,2,1060,2021-11-29
"30 - 34",31,1506,12,1549,2021-11-29
"35 - 39",46,1683,10,1739,2021-11-29
"40 - 44",47,2051,16,2114,2021-11-29
"45 - 49",55,3277,30,3362,2021-11-29
"50 - 54",92,4973,80,5145,2021-11-29
"55 - 59",111,5994,147,6252,2021-11-29
"60 - 64",150,6082,273,6505,2021-11-29
"65 - 69",206,5972,566,6744,2021-11-29
"70 - 74",275,7029,1183,8487,2021-11-29
"75 - 79",334,6690,1988,9012,2021-11-29
"80 - 84",296,5368,2328,7992,2021-11-29
"85 - 89",233,3358,1728,5319,2021-11-29
">90",96,1489,736,2321,2021-11-29
