"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",31,1441,6,1478,2021-08-30
"20 - 24",9,520,3,532,2021-08-30
"25 - 29",13,855,2,870,2021-08-30
"30 - 34",21,1238,11,1270,2021-08-30
"35 - 39",15,1424,10,1449,2021-08-30
"40 - 44",19,1778,13,1810,2021-08-30
"45 - 49",18,2942,26,2986,2021-08-30
"50 - 54",35,4567,77,4679,2021-08-30
"55 - 59",33,5531,130,5694,2021-08-30
"60 - 64",40,5512,243,5795,2021-08-30
"65 - 69",29,5401,514,5944,2021-08-30
"70 - 74",46,6356,1073,7475,2021-08-30
"75 - 79",63,5952,1750,7765,2021-08-30
"80 - 84",51,4629,2013,6693,2021-08-30
"85 - 89",33,2858,1475,4366,2021-08-30
">90",14,1258,621,1893,2021-08-30
