"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4447,16,4529,2022-11-22
"20 - 24",5,1177,4,1186,2022-11-22
"25 - 29",12,1993,3,2008,2022-11-22
"30 - 34",12,2716,16,2744,2022-11-22
"35 - 39",13,2770,17,2800,2022-11-22
"40 - 44",23,3025,24,3072,2022-11-22
"45 - 49",15,4324,47,4386,2022-11-22
"50 - 54",45,6676,124,6845,2022-11-22
"55 - 59",49,8247,219,8515,2022-11-22
"60 - 64",69,8976,416,9461,2022-11-22
"65 - 69",92,9561,832,10485,2022-11-22
"70 - 74",115,11604,1652,13371,2022-11-22
"75 - 79",170,11884,2796,14850,2022-11-22
"80 - 84",146,10224,3219,13589,2022-11-22
"85 - 89",110,6971,2489,9570,2022-11-22
">90",53,3386,1188,4627,2022-11-22
