"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",31,1410,6,1447,2021-08-22
"20 - 24",5,507,3,515,2021-08-22
"25 - 29",16,835,2,853,2021-08-22
"30 - 34",21,1207,11,1239,2021-08-22
"35 - 39",24,1390,10,1424,2021-08-22
"40 - 44",21,1744,12,1777,2021-08-22
"45 - 49",22,2910,26,2958,2021-08-22
"50 - 54",43,4528,77,4648,2021-08-22
"55 - 59",43,5493,130,5666,2021-08-22
"60 - 64",36,5487,243,5766,2021-08-22
"65 - 69",35,5367,512,5914,2021-08-22
"70 - 74",49,6304,1068,7421,2021-08-22
"75 - 79",47,5921,1741,7709,2021-08-22
"80 - 84",45,4603,1990,6638,2021-08-22
"85 - 89",28,2837,1463,4328,2021-08-22
">90",15,1244,613,1872,2021-08-22
