"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",52,2117,11,2180,2022-01-13
"20 - 24",10,717,3,730,2022-01-13
"25 - 29",28,1208,3,1239,2022-01-13
"30 - 34",18,1753,13,1784,2022-01-13
"35 - 39",32,1939,12,1983,2022-01-13
"40 - 44",25,2307,18,2350,2022-01-13
"45 - 49",31,3583,31,3645,2022-01-13
"50 - 54",57,5456,92,5605,2022-01-13
"55 - 59",81,6567,161,6809,2022-01-13
"60 - 64",87,6807,313,7207,2022-01-13
"65 - 69",92,6770,657,7519,2022-01-13
"70 - 74",121,7989,1357,9467,2022-01-13
"75 - 79",167,7704,2277,10148,2022-01-13
"80 - 84",127,6184,2672,8983,2022-01-13
"85 - 89",76,3922,1992,5990,2022-01-13
">90",42,1752,857,2651,2022-01-13
