"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",28,1367,6,1401,2021-08-06
"20 - 24",6,484,3,493,2021-08-06
"25 - 29",15,791,2,808,2021-08-06
"30 - 34",13,1167,10,1190,2021-08-06
"35 - 39",17,1352,10,1379,2021-08-06
"40 - 44",22,1688,12,1722,2021-08-06
"45 - 49",30,2865,25,2920,2021-08-06
"50 - 54",32,4453,77,4562,2021-08-06
"55 - 59",42,5420,130,5592,2021-08-06
"60 - 64",45,5418,243,5706,2021-08-06
"65 - 69",40,5320,505,5865,2021-08-06
"70 - 74",51,6265,1062,7378,2021-08-06
"75 - 79",49,5868,1731,7648,2021-08-06
"80 - 84",41,4559,1972,6572,2021-08-06
"85 - 89",35,2794,1446,4275,2021-08-06
">90",16,1227,609,1852,2021-08-06
