"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",72,4454,17,4543,2022-11-24
"20 - 24",6,1177,4,1187,2022-11-24
"25 - 29",11,1996,3,2010,2022-11-24
"30 - 34",12,2715,16,2743,2022-11-24
"35 - 39",15,2771,17,2803,2022-11-24
"40 - 44",20,3030,24,3074,2022-11-24
"45 - 49",16,4326,47,4389,2022-11-24
"50 - 54",47,6680,123,6850,2022-11-24
"55 - 59",47,8251,219,8517,2022-11-24
"60 - 64",72,8987,415,9474,2022-11-24
"65 - 69",83,9575,832,10490,2022-11-24
"70 - 74",107,11618,1653,13378,2022-11-24
"75 - 79",163,11904,2796,14863,2022-11-24
"80 - 84",142,10240,3222,13604,2022-11-24
"85 - 89",105,6985,2494,9584,2022-11-24
">90",46,3394,1190,4630,2022-11-24
