"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,4304,15,4387,2022-10-24
"20 - 24",8,1146,4,1158,2022-10-24
"25 - 29",14,1956,3,1973,2022-10-24
"30 - 34",17,2672,16,2705,2022-10-24
"35 - 39",18,2711,17,2746,2022-10-24
"40 - 44",26,2984,23,3033,2022-10-24
"45 - 49",16,4285,46,4347,2022-10-24
"50 - 54",43,6596,120,6759,2022-10-24
"55 - 59",52,8130,213,8395,2022-10-24
"60 - 64",77,8812,411,9300,2022-10-24
"65 - 69",155,9314,816,10285,2022-10-24
"70 - 74",169,11278,1630,13077,2022-10-24
"75 - 79",238,11451,2749,14438,2022-10-24
"80 - 84",229,9825,3177,13231,2022-10-24
"85 - 89",185,6677,2454,9316,2022-10-24
">90",76,3221,1164,4461,2022-10-24
