"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",86,3287,11,3384,2022-03-19
"20 - 24",11,985,3,999,2022-03-19
"25 - 29",33,1659,3,1695,2022-03-19
"30 - 34",44,2297,13,2354,2022-03-19
"35 - 39",29,2403,13,2445,2022-03-19
"40 - 44",32,2674,21,2727,2022-03-19
"45 - 49",40,3933,39,4012,2022-03-19
"50 - 54",63,5994,104,6161,2022-03-19
"55 - 59",102,7242,178,7522,2022-03-19
"60 - 64",142,7568,352,8062,2022-03-19
"65 - 69",194,7590,715,8499,2022-03-19
"70 - 74",230,9022,1457,10709,2022-03-19
"75 - 79",244,8732,2451,11427,2022-03-19
"80 - 84",267,7176,2878,10321,2022-03-19
"85 - 89",200,4645,2164,7009,2022-03-19
">90",102,2091,961,3154,2022-03-19
