"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4472,16,4554,2022-11-28
"20 - 24",6,1180,4,1190,2022-11-28
"25 - 29",13,1998,3,2014,2022-11-28
"30 - 34",11,2719,16,2746,2022-11-28
"35 - 39",14,2773,18,2805,2022-11-28
"40 - 44",18,3032,24,3074,2022-11-28
"45 - 49",18,4327,47,4392,2022-11-28
"50 - 54",45,6684,124,6853,2022-11-28
"55 - 59",49,8255,219,8523,2022-11-28
"60 - 64",75,8997,416,9488,2022-11-28
"65 - 69",90,9584,834,10508,2022-11-28
"70 - 74",114,11638,1654,13406,2022-11-28
"75 - 79",164,11940,2800,14904,2022-11-28
"80 - 84",136,10270,3226,13632,2022-11-28
"85 - 89",110,7006,2494,9610,2022-11-28
">90",49,3406,1191,4646,2022-11-28
