"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4716,18,4797,2023-02-03
"20 - 24",4,1200,4,1208,2023-02-03
"25 - 29",10,2053,3,2066,2023-02-03
"30 - 34",14,2794,17,2825,2023-02-03
"35 - 39",10,2842,18,2870,2023-02-03
"40 - 44",20,3103,24,3147,2023-02-03
"45 - 49",12,4428,49,4489,2023-02-03
"50 - 54",29,6848,128,7005,2023-02-03
"55 - 59",43,8481,232,8756,2023-02-03
"60 - 64",42,9355,432,9829,2023-02-03
"65 - 69",75,10078,863,11016,2023-02-03
"70 - 74",88,12250,1710,14048,2023-02-03
"75 - 79",136,12727,2893,15756,2023-02-03
"80 - 84",128,11078,3303,14509,2023-02-03
"85 - 89",107,7667,2585,10359,2023-02-03
">90",54,3727,1246,5027,2023-02-03
