"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",74,4487,17,4578,2022-12-06
"20 - 24",4,1182,4,1190,2022-12-06
"25 - 29",14,2000,3,2017,2022-12-06
"30 - 34",14,2724,16,2754,2022-12-06
"35 - 39",13,2776,18,2807,2022-12-06
"40 - 44",18,3035,24,3077,2022-12-06
"45 - 49",15,4338,47,4400,2022-12-06
"50 - 54",39,6696,125,6860,2022-12-06
"55 - 59",58,8274,221,8553,2022-12-06
"60 - 64",65,9039,423,9527,2022-12-06
"65 - 69",100,9630,834,10564,2022-12-06
"70 - 74",120,11680,1663,13463,2022-12-06
"75 - 79",160,12001,2808,14969,2022-12-06
"80 - 84",141,10335,3233,13709,2022-12-06
"85 - 89",119,7057,2501,9677,2022-12-06
">90",47,3428,1192,4667,2022-12-06
