"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,2918,11,3007,2022-02-25
"20 - 24",19,901,3,923,2022-02-25
"25 - 29",22,1525,3,1550,2022-02-25
"30 - 34",31,2147,13,2191,2022-02-25
"35 - 39",30,2271,13,2314,2022-02-25
"40 - 44",34,2569,20,2623,2022-02-25
"45 - 49",33,3824,35,3892,2022-02-25
"50 - 54",67,5809,100,5976,2022-02-25
"55 - 59",68,7013,172,7253,2022-02-25
"60 - 64",111,7271,337,7719,2022-02-25
"65 - 69",135,7247,694,8076,2022-02-25
"70 - 74",169,8598,1419,10186,2022-02-25
"75 - 79",202,8268,2394,10864,2022-02-25
"80 - 84",173,6728,2805,9706,2022-02-25
"85 - 89",137,4304,2091,6532,2022-02-25
">90",44,1946,916,2906,2022-02-25
