"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",35,1352,6,1393,2021-08-04
"20 - 24",6,484,3,493,2021-08-04
"25 - 29",13,789,2,804,2021-08-04
"30 - 34",24,1158,10,1192,2021-08-04
"35 - 39",20,1348,10,1378,2021-08-04
"40 - 44",25,1680,12,1717,2021-08-04
"45 - 49",35,2852,25,2912,2021-08-04
"50 - 54",40,4443,76,4559,2021-08-04
"55 - 59",39,5411,130,5580,2021-08-04
"60 - 64",47,5403,243,5693,2021-08-04
"65 - 69",37,5313,504,5854,2021-08-04
"70 - 74",51,6255,1061,7367,2021-08-04
"75 - 79",49,5864,1727,7640,2021-08-04
"80 - 84",45,4550,1969,6564,2021-08-04
"85 - 89",34,2789,1445,4268,2021-08-04
">90",18,1224,607,1849,2021-08-04
