"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",67,4409,16,4492,2022-11-09
"20 - 24",11,1169,4,1184,2022-11-09
"25 - 29",13,1982,3,1998,2022-11-09
"30 - 34",15,2704,16,2735,2022-11-09
"35 - 39",18,2753,17,2788,2022-11-09
"40 - 44",19,3011,24,3054,2022-11-09
"45 - 49",15,4313,46,4374,2022-11-09
"50 - 54",47,6654,124,6825,2022-11-09
"55 - 59",45,8214,219,8478,2022-11-09
"60 - 64",71,8930,412,9413,2022-11-09
"65 - 69",100,9499,825,10424,2022-11-09
"70 - 74",131,11492,1648,13271,2022-11-09
"75 - 79",198,11732,2779,14709,2022-11-09
"80 - 84",158,10092,3205,13455,2022-11-09
"85 - 89",124,6893,2477,9494,2022-11-09
">90",66,3322,1180,4568,2022-11-09
