"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",70,4653,19,4742,2023-01-09
"20 - 24",3,1195,4,1202,2023-01-09
"25 - 29",14,2036,3,2053,2023-01-09
"30 - 34",19,2774,17,2810,2023-01-09
"35 - 39",15,2822,18,2855,2023-01-09
"40 - 44",19,3083,24,3126,2023-01-09
"45 - 49",18,4406,48,4472,2023-01-09
"50 - 54",35,6808,126,6969,2023-01-09
"55 - 59",51,8407,227,8685,2023-01-09
"60 - 64",62,9273,427,9762,2023-01-09
"65 - 69",112,9915,853,10880,2023-01-09
"70 - 74",137,12070,1690,13897,2023-01-09
"75 - 79",190,12468,2857,15515,2023-01-09
"80 - 84",169,10821,3276,14266,2023-01-09
"85 - 89",165,7453,2559,10177,2023-01-09
">90",66,3629,1229,4924,2023-01-09
