"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,3706,13,3785,2022-05-18
"20 - 24",5,1044,3,1052,2022-05-18
"25 - 29",13,1791,3,1807,2022-05-18
"30 - 34",12,2487,15,2514,2022-05-18
"35 - 39",12,2540,16,2568,2022-05-18
"40 - 44",15,2803,22,2840,2022-05-18
"45 - 49",21,4073,41,4135,2022-05-18
"50 - 54",41,6260,112,6413,2022-05-18
"55 - 59",38,7626,198,7862,2022-05-18
"60 - 64",55,8119,380,8554,2022-05-18
"65 - 69",81,8318,755,9154,2022-05-18
"70 - 74",105,9948,1539,11592,2022-05-18
"75 - 79",124,9732,2591,12447,2022-05-18
"80 - 84",103,8173,3001,11277,2022-05-18
"85 - 89",105,5414,2278,7797,2022-05-18
">90",45,2511,1048,3604,2022-05-18
