"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",59,4178,16,4253,2022-09-26
"20 - 24",7,1131,3,1141,2022-09-26
"25 - 29",16,1928,3,1947,2022-09-26
"30 - 34",13,2633,16,2662,2022-09-26
"35 - 39",13,2674,17,2704,2022-09-26
"40 - 44",19,2947,23,2989,2022-09-26
"45 - 49",10,4240,45,4295,2022-09-26
"50 - 54",40,6517,119,6676,2022-09-26
"55 - 59",42,8015,208,8265,2022-09-26
"60 - 64",51,8644,406,9101,2022-09-26
"65 - 69",81,9073,802,9956,2022-09-26
"70 - 74",107,10938,1611,12656,2022-09-26
"75 - 79",140,11003,2702,13845,2022-09-26
"80 - 84",131,9375,3128,12634,2022-09-26
"85 - 89",89,6348,2410,8847,2022-09-26
">90",47,3042,1130,4219,2022-09-26
