"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",37,1417,6,1460,2021-08-24
"20 - 24",6,510,3,519,2021-08-24
"25 - 29",9,844,2,855,2021-08-24
"30 - 34",22,1220,11,1253,2021-08-24
"35 - 39",22,1401,10,1433,2021-08-24
"40 - 44",21,1757,12,1790,2021-08-24
"45 - 49",26,2919,26,2971,2021-08-24
"50 - 54",28,4549,77,4654,2021-08-24
"55 - 59",45,5498,130,5673,2021-08-24
"60 - 64",38,5489,243,5770,2021-08-24
"65 - 69",36,5377,512,5925,2021-08-24
"70 - 74",50,6310,1069,7429,2021-08-24
"75 - 79",52,5927,1743,7722,2021-08-24
"80 - 84",54,4606,1993,6653,2021-08-24
"85 - 89",31,2841,1465,4337,2021-08-24
">90",16,1245,613,1874,2021-08-24
