"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",101,3980,14,4095,2022-07-27
"20 - 24",10,1101,3,1114,2022-07-27
"25 - 29",18,1872,3,1893,2022-07-27
"30 - 34",16,2571,15,2602,2022-07-27
"35 - 39",13,2619,17,2649,2022-07-27
"40 - 44",18,2885,22,2925,2022-07-27
"45 - 49",27,4170,45,4242,2022-07-27
"50 - 54",38,6401,116,6555,2022-07-27
"55 - 59",49,7859,202,8110,2022-07-27
"60 - 64",89,8425,397,8911,2022-07-27
"65 - 69",113,8759,775,9647,2022-07-27
"70 - 74",163,10481,1571,12215,2022-07-27
"75 - 79",208,10404,2650,13262,2022-07-27
"80 - 84",181,8809,3064,12054,2022-07-27
"85 - 89",135,5930,2342,8407,2022-07-27
">90",86,2792,1096,3974,2022-07-27
