"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,3704,13,3785,2022-05-19
"20 - 24",5,1046,3,1054,2022-05-19
"25 - 29",12,1792,3,1807,2022-05-19
"30 - 34",13,2488,15,2516,2022-05-19
"35 - 39",12,2541,16,2569,2022-05-19
"40 - 44",16,2803,22,2841,2022-05-19
"45 - 49",21,4074,41,4136,2022-05-19
"50 - 54",38,6263,112,6413,2022-05-19
"55 - 59",40,7628,198,7866,2022-05-19
"60 - 64",55,8119,380,8554,2022-05-19
"65 - 69",79,8323,756,9158,2022-05-19
"70 - 74",104,9954,1538,11596,2022-05-19
"75 - 79",122,9737,2591,12450,2022-05-19
"80 - 84",101,8187,3000,11288,2022-05-19
"85 - 89",94,5421,2283,7798,2022-05-19
">90",44,2514,1049,3607,2022-05-19
