"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,3666,11,3745,2022-04-29
"20 - 24",5,1039,3,1047,2022-04-29
"25 - 29",15,1773,3,1791,2022-04-29
"30 - 34",13,2471,15,2499,2022-04-29
"35 - 39",16,2526,15,2557,2022-04-29
"40 - 44",17,2786,22,2825,2022-04-29
"45 - 49",16,4062,41,4119,2022-04-29
"50 - 54",57,6213,110,6380,2022-04-29
"55 - 59",64,7568,194,7826,2022-04-29
"60 - 64",83,8042,374,8499,2022-04-29
"65 - 69",119,8218,751,9088,2022-04-29
"70 - 74",158,9807,1527,11492,2022-04-29
"75 - 79",171,9585,2570,12326,2022-04-29
"80 - 84",145,8037,2980,11162,2022-04-29
"85 - 89",139,5283,2264,7686,2022-04-29
">90",65,2447,1036,3548,2022-04-29
