"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",80,4067,16,4163,2022-08-18
"20 - 24",6,1118,3,1127,2022-08-18
"25 - 29",13,1905,3,1921,2022-08-18
"30 - 34",17,2606,16,2639,2022-08-18
"35 - 39",11,2646,17,2674,2022-08-18
"40 - 44",18,2911,23,2952,2022-08-18
"45 - 49",12,4211,45,4268,2022-08-18
"50 - 54",42,6455,115,6612,2022-08-18
"55 - 59",47,7928,207,8182,2022-08-18
"60 - 64",56,8547,404,9007,2022-08-18
"65 - 69",88,8921,788,9797,2022-08-18
"70 - 74",127,10705,1592,12424,2022-08-18
"75 - 79",167,10693,2677,13537,2022-08-18
"80 - 84",134,9087,3093,12314,2022-08-18
"85 - 89",117,6119,2378,8614,2022-08-18
">90",56,2928,1114,4098,2022-08-18
