"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",61,2155,12,2228,2022-01-18
"20 - 24",14,731,3,748,2022-01-18
"25 - 29",24,1233,3,1260,2022-01-18
"30 - 34",13,1778,13,1804,2022-01-18
"35 - 39",28,1964,12,2004,2022-01-18
"40 - 44",23,2330,18,2371,2022-01-18
"45 - 49",23,3612,31,3666,2022-01-18
"50 - 54",52,5485,93,5630,2022-01-18
"55 - 59",67,6615,161,6843,2022-01-18
"60 - 64",78,6852,317,7247,2022-01-18
"65 - 69",89,6812,658,7559,2022-01-18
"70 - 74",100,8032,1363,9495,2022-01-18
"75 - 79",145,7763,2291,10199,2022-01-18
"80 - 84",105,6225,2690,9020,2022-01-18
"85 - 89",76,3941,2001,6018,2022-01-18
">90",31,1770,863,2664,2022-01-18
