"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",60,4123,16,4199,2022-09-05
"20 - 24",7,1122,3,1132,2022-09-05
"25 - 29",13,1916,3,1932,2022-09-05
"30 - 34",13,2621,16,2650,2022-09-05
"35 - 39",11,2657,17,2685,2022-09-05
"40 - 44",15,2931,23,2969,2022-09-05
"45 - 49",18,4221,45,4284,2022-09-05
"50 - 54",38,6484,118,6640,2022-09-05
"55 - 59",41,7967,208,8216,2022-09-05
"60 - 64",48,8599,405,9052,2022-09-05
"65 - 69",74,9004,794,9872,2022-09-05
"70 - 74",99,10829,1606,12534,2022-09-05
"75 - 79",137,10850,2695,13682,2022-09-05
"80 - 84",109,9230,3115,12454,2022-09-05
"85 - 89",90,6244,2397,8731,2022-09-05
">90",39,2981,1127,4147,2022-09-05
