"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4141,15,4218,2022-09-13
"20 - 24",5,1126,3,1134,2022-09-13
"25 - 29",14,1921,3,1938,2022-09-13
"30 - 34",11,2628,16,2655,2022-09-13
"35 - 39",14,2665,17,2696,2022-09-13
"40 - 44",19,2937,23,2979,2022-09-13
"45 - 49",11,4236,45,4292,2022-09-13
"50 - 54",45,6495,120,6660,2022-09-13
"55 - 59",40,7988,208,8236,2022-09-13
"60 - 64",49,8617,405,9071,2022-09-13
"65 - 69",70,9031,799,9900,2022-09-13
"70 - 74",89,10873,1608,12570,2022-09-13
"75 - 79",119,10917,2699,13735,2022-09-13
"80 - 84",110,9286,3116,12512,2022-09-13
"85 - 89",88,6281,2406,8775,2022-09-13
">90",40,3003,1129,4172,2022-09-13
