"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",43,1580,6,1629,2021-10-21
"20 - 24",1,559,3,563,2021-10-21
"25 - 29",11,929,2,942,2021-10-21
"30 - 34",11,1343,11,1365,2021-10-21
"35 - 39",13,1527,10,1550,2021-10-21
"40 - 44",15,1898,13,1926,2021-10-21
"45 - 49",26,3074,28,3128,2021-10-21
"50 - 54",27,4723,77,4827,2021-10-21
"55 - 59",34,5697,135,5866,2021-10-21
"60 - 64",38,5680,250,5968,2021-10-21
"65 - 69",45,5547,523,6115,2021-10-21
"70 - 74",60,6507,1096,7663,2021-10-21
"75 - 79",58,6109,1799,7966,2021-10-21
"80 - 84",90,4786,2066,6942,2021-10-21
"85 - 89",50,2961,1510,4521,2021-10-21
">90",23,1301,643,1967,2021-10-21
