"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",54,2107,11,2172,2022-01-11
"20 - 24",5,712,3,720,2022-01-11
"25 - 29",24,1199,3,1226,2022-01-11
"30 - 34",20,1738,13,1771,2022-01-11
"35 - 39",34,1928,12,1974,2022-01-11
"40 - 44",22,2301,17,2340,2022-01-11
"45 - 49",29,3575,31,3635,2022-01-11
"50 - 54",68,5436,90,5594,2022-01-11
"55 - 59",88,6548,161,6797,2022-01-11
"60 - 64",95,6783,313,7191,2022-01-11
"65 - 69",115,6746,651,7512,2022-01-11
"70 - 74",125,7958,1356,9439,2022-01-11
"75 - 79",186,7675,2275,10136,2022-01-11
"80 - 84",133,6156,2668,8957,2022-01-11
"85 - 89",85,3906,1985,5976,2022-01-11
">90",43,1744,855,2642,2022-01-11
