"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",31,1539,6,1576,2021-10-08
"20 - 24",2,555,3,560,2021-10-08
"25 - 29",12,911,2,925,2021-10-08
"30 - 34",10,1317,11,1338,2021-10-08
"35 - 39",13,1509,10,1532,2021-10-08
"40 - 44",16,1879,13,1908,2021-10-08
"45 - 49",15,3047,28,3090,2021-10-08
"50 - 54",29,4691,77,4797,2021-10-08
"55 - 59",30,5659,133,5822,2021-10-08
"60 - 64",21,5632,247,5900,2021-10-08
"65 - 69",28,5514,520,6062,2021-10-08
"70 - 74",38,6461,1092,7591,2021-10-08
"75 - 79",35,6065,1792,7892,2021-10-08
"80 - 84",39,4744,2054,6837,2021-10-08
"85 - 89",28,2933,1499,4460,2021-10-08
">90",11,1291,635,1937,2021-10-08
