"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4519,16,4601,2022-12-12
"20 - 24",3,1185,4,1192,2022-12-12
"25 - 29",14,2004,3,2021,2022-12-12
"30 - 34",13,2731,16,2760,2022-12-12
"35 - 39",15,2780,18,2813,2022-12-12
"40 - 44",19,3046,24,3089,2022-12-12
"45 - 49",18,4347,47,4412,2022-12-12
"50 - 54",34,6712,125,6871,2022-12-12
"55 - 59",53,8298,220,8571,2022-12-12
"60 - 64",51,9071,424,9546,2022-12-12
"65 - 69",88,9670,836,10594,2022-12-12
"70 - 74",94,11741,1668,13503,2022-12-12
"75 - 79",148,12067,2814,15029,2022-12-12
"80 - 84",126,10413,3237,13776,2022-12-12
"85 - 89",113,7106,2504,9723,2022-12-12
">90",51,3449,1196,4696,2022-12-12
