"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",65,4475,16,4556,2022-11-29
"20 - 24",5,1180,4,1189,2022-11-29
"25 - 29",13,1998,3,2014,2022-11-29
"30 - 34",11,2722,16,2749,2022-11-29
"35 - 39",13,2774,18,2805,2022-11-29
"40 - 44",18,3033,24,3075,2022-11-29
"45 - 49",17,4329,47,4393,2022-11-29
"50 - 54",44,6685,124,6853,2022-11-29
"55 - 59",51,8256,219,8526,2022-11-29
"60 - 64",75,9004,418,9497,2022-11-29
"65 - 69",94,9590,834,10518,2022-11-29
"70 - 74",112,11641,1656,13409,2022-11-29
"75 - 79",167,11948,2801,14916,2022-11-29
"80 - 84",140,10276,3227,13643,2022-11-29
"85 - 89",114,7010,2496,9620,2022-11-29
">90",50,3408,1191,4649,2022-11-29
