"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",88,3571,12,3671,2022-04-11
"20 - 24",5,1027,3,1035,2022-04-11
"25 - 29",20,1743,3,1766,2022-04-11
"30 - 34",21,2435,15,2471,2022-04-11
"35 - 39",22,2504,14,2540,2022-04-11
"40 - 44",22,2767,22,2811,2022-04-11
"45 - 49",32,4026,41,4099,2022-04-11
"50 - 54",61,6150,110,6321,2022-04-11
"55 - 59",85,7474,188,7747,2022-04-11
"60 - 64",111,7903,364,8378,2022-04-11
"65 - 69",169,8027,738,8934,2022-04-11
"70 - 74",208,9564,1513,11285,2022-04-11
"75 - 79",271,9308,2534,12113,2022-04-11
"80 - 84",217,7792,2950,10959,2022-04-11
"85 - 89",175,5097,2236,7508,2022-04-11
">90",97,2346,1007,3450,2022-04-11
