"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",72,2355,13,2440,2022-01-28
"20 - 24",25,768,3,796,2022-01-28
"25 - 29",29,1307,3,1339,2022-01-28
"30 - 34",34,1846,13,1893,2022-01-28
"35 - 39",40,2034,12,2086,2022-01-28
"40 - 44",23,2390,18,2431,2022-01-28
"45 - 49",27,3656,32,3715,2022-01-28
"50 - 54",63,5553,94,5710,2022-01-28
"55 - 59",71,6712,164,6947,2022-01-28
"60 - 64",82,6947,323,7352,2022-01-28
"65 - 69",82,6897,668,7647,2022-01-28
"70 - 74",104,8142,1373,9619,2022-01-28
"75 - 79",140,7878,2318,10336,2022-01-28
"80 - 84",108,6332,2710,9150,2022-01-28
"85 - 89",85,4015,2020,6120,2022-01-28
">90",38,1798,873,2709,2022-01-28
