"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",69,3649,11,3729,2022-04-23
"20 - 24",5,1036,3,1044,2022-04-23
"25 - 29",18,1764,3,1785,2022-04-23
"30 - 34",21,2460,15,2496,2022-04-23
"35 - 39",17,2521,14,2552,2022-04-23
"40 - 44",16,2784,22,2822,2022-04-23
"45 - 49",19,4053,41,4113,2022-04-23
"50 - 54",56,6195,111,6362,2022-04-23
"55 - 59",67,7546,192,7805,2022-04-23
"60 - 64",97,7998,373,8468,2022-04-23
"65 - 69",133,8168,746,9047,2022-04-23
"70 - 74",169,9736,1525,11430,2022-04-23
"75 - 79",197,9513,2562,12272,2022-04-23
"80 - 84",158,7981,2972,11111,2022-04-23
"85 - 89",137,5243,2261,7641,2022-04-23
">90",74,2423,1029,3526,2022-04-23
