"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",82,2579,14,2675,2022-02-07
"20 - 24",22,812,3,837,2022-02-07
"25 - 29",37,1389,3,1429,2022-02-07
"30 - 34",39,1965,13,2017,2022-02-07
"35 - 39",37,2132,12,2181,2022-02-07
"40 - 44",35,2444,19,2498,2022-02-07
"45 - 49",39,3710,32,3781,2022-02-07
"50 - 54",73,5626,95,5794,2022-02-07
"55 - 59",90,6796,169,7055,2022-02-07
"60 - 64",89,7045,332,7466,2022-02-07
"65 - 69",123,6981,675,7779,2022-02-07
"70 - 74",167,8242,1390,9799,2022-02-07
"75 - 79",175,7996,2337,10508,2022-02-07
"80 - 84",167,6432,2738,9337,2022-02-07
"85 - 89",134,4084,2035,6253,2022-02-07
">90",47,1835,880,2762,2022-02-07
