"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",70,2222,12,2304,2022-01-23
"20 - 24",16,745,3,764,2022-01-23
"25 - 29",31,1262,3,1296,2022-01-23
"30 - 34",25,1799,13,1837,2022-01-23
"35 - 39",31,1988,12,2031,2022-01-23
"40 - 44",29,2352,18,2399,2022-01-23
"45 - 49",24,3627,31,3682,2022-01-23
"50 - 54",49,5517,93,5659,2022-01-23
"55 - 59",70,6661,162,6893,2022-01-23
"60 - 64",69,6891,320,7280,2022-01-23
"65 - 69",77,6853,662,7592,2022-01-23
"70 - 74",99,8074,1364,9537,2022-01-23
"75 - 79",128,7815,2307,10250,2022-01-23
"80 - 84",89,6277,2698,9064,2022-01-23
"85 - 89",71,3972,2006,6049,2022-01-23
">90",21,1783,870,2674,2022-01-23
