"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",28,1522,6,1556,2021-10-04
"20 - 24",1,553,3,557,2021-10-04
"25 - 29",10,905,2,917,2021-10-04
"30 - 34",11,1312,11,1334,2021-10-04
"35 - 39",10,1499,10,1519,2021-10-04
"40 - 44",22,1868,13,1903,2021-10-04
"45 - 49",13,3036,28,3077,2021-10-04
"50 - 54",29,4680,77,4786,2021-10-04
"55 - 59",26,5645,133,5804,2021-10-04
"60 - 64",22,5624,247,5893,2021-10-04
"65 - 69",27,5507,520,6054,2021-10-04
"70 - 74",32,6448,1091,7571,2021-10-04
"75 - 79",40,6048,1790,7878,2021-10-04
"80 - 84",40,4737,2048,6825,2021-10-04
"85 - 89",18,2927,1498,4443,2021-10-04
">90",10,1287,633,1930,2021-10-04
