"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",80,3392,12,3484,2022-03-26
"20 - 24",10,1006,3,1019,2022-03-26
"25 - 29",28,1692,3,1723,2022-03-26
"30 - 34",35,2361,14,2410,2022-03-26
"35 - 39",26,2451,13,2490,2022-03-26
"40 - 44",33,2709,21,2763,2022-03-26
"45 - 49",40,3966,40,4046,2022-03-26
"50 - 54",66,6049,107,6222,2022-03-26
"55 - 59",100,7325,180,7605,2022-03-26
"60 - 64",129,7692,354,8175,2022-03-26
"65 - 69",179,7760,720,8659,2022-03-26
"70 - 74",232,9199,1478,10909,2022-03-26
"75 - 79",276,8931,2479,11686,2022-03-26
"80 - 84",260,7400,2902,10562,2022-03-26
"85 - 89",202,4795,2192,7189,2022-03-26
">90",123,2165,979,3267,2022-03-26
