"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",38,2065,10,2113,2022-01-05
"20 - 24",8,693,3,704,2022-01-05
"25 - 29",23,1174,3,1200,2022-01-05
"30 - 34",17,1715,13,1745,2022-01-05
"35 - 39",32,1904,11,1947,2022-01-05
"40 - 44",35,2274,17,2326,2022-01-05
"45 - 49",30,3553,31,3614,2022-01-05
"50 - 54",78,5388,90,5556,2022-01-05
"55 - 59",75,6498,160,6733,2022-01-05
"60 - 64",101,6711,309,7121,2022-01-05
"65 - 69",120,6696,645,7461,2022-01-05
"70 - 74",166,7877,1345,9388,2022-01-05
"75 - 79",208,7585,2256,10049,2022-01-05
"80 - 84",143,6103,2648,8894,2022-01-05
"85 - 89",87,3867,1970,5924,2022-01-05
">90",39,1729,848,2616,2022-01-05
