"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",69,4495,17,4581,2022-12-07
"20 - 24",3,1183,4,1190,2022-12-07
"25 - 29",14,2002,3,2019,2022-12-07
"30 - 34",12,2727,16,2755,2022-12-07
"35 - 39",13,2777,18,2808,2022-12-07
"40 - 44",14,3041,24,3079,2022-12-07
"45 - 49",15,4339,47,4401,2022-12-07
"50 - 54",35,6704,124,6863,2022-12-07
"55 - 59",50,8284,220,8554,2022-12-07
"60 - 64",52,9053,424,9529,2022-12-07
"65 - 69",90,9648,834,10572,2022-12-07
"70 - 74",105,11701,1664,13470,2022-12-07
"75 - 79",148,12025,2811,14984,2022-12-07
"80 - 84",134,10357,3234,13725,2022-12-07
"85 - 89",117,7068,2505,9690,2022-12-07
">90",44,3437,1193,4674,2022-12-07
