"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4475,16,4557,2022-11-30
"20 - 24",5,1180,4,1189,2022-11-30
"25 - 29",15,1998,3,2016,2022-11-30
"30 - 34",12,2721,16,2749,2022-11-30
"35 - 39",13,2774,18,2805,2022-11-30
"40 - 44",17,3034,24,3075,2022-11-30
"45 - 49",18,4329,47,4394,2022-11-30
"50 - 54",44,6686,124,6854,2022-11-30
"55 - 59",53,8257,219,8529,2022-11-30
"60 - 64",71,9011,419,9501,2022-11-30
"65 - 69",94,9595,834,10523,2022-11-30
"70 - 74",106,11651,1655,13412,2022-11-30
"75 - 79",164,11955,2801,14920,2022-11-30
"80 - 84",135,10288,3226,13649,2022-11-30
"85 - 89",115,7012,2496,9623,2022-11-30
">90",48,3411,1192,4651,2022-11-30
