"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",79,3414,11,3504,2022-03-28
"20 - 24",10,1008,3,1021,2022-03-28
"25 - 29",23,1703,3,1729,2022-03-28
"30 - 34",31,2375,15,2421,2022-03-28
"35 - 39",25,2465,13,2503,2022-03-28
"40 - 44",31,2717,21,2769,2022-03-28
"45 - 49",42,3975,40,4057,2022-03-28
"50 - 54",63,6063,108,6234,2022-03-28
"55 - 59",108,7354,181,7643,2022-03-28
"60 - 64",142,7716,355,8213,2022-03-28
"65 - 69",183,7803,722,8708,2022-03-28
"70 - 74",232,9258,1483,10973,2022-03-28
"75 - 79",288,8969,2491,11748,2022-03-28
"80 - 84",263,7449,2916,10628,2022-03-28
"85 - 89",204,4841,2205,7250,2022-03-28
">90",132,2185,982,3299,2022-03-28
