"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",72,4272,15,4359,2022-10-18
"20 - 24",6,1143,4,1153,2022-10-18
"25 - 29",14,1952,3,1969,2022-10-18
"30 - 34",17,2660,16,2693,2022-10-18
"35 - 39",17,2700,17,2734,2022-10-18
"40 - 44",27,2973,23,3023,2022-10-18
"45 - 49",17,4271,46,4334,2022-10-18
"50 - 54",50,6569,121,6740,2022-10-18
"55 - 59",53,8101,212,8366,2022-10-18
"60 - 64",73,8774,410,9257,2022-10-18
"65 - 69",161,9244,812,10217,2022-10-18
"70 - 74",171,11186,1626,12983,2022-10-18
"75 - 79",230,11332,2729,14291,2022-10-18
"80 - 84",227,9712,3158,13097,2022-10-18
"85 - 89",173,6594,2443,9210,2022-10-18
">90",89,3171,1152,4412,2022-10-18
