"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",56,4151,15,4222,2022-09-15
"20 - 24",6,1126,3,1135,2022-09-15
"25 - 29",13,1923,3,1939,2022-09-15
"30 - 34",13,2627,16,2656,2022-09-15
"35 - 39",15,2665,17,2697,2022-09-15
"40 - 44",18,2939,23,2980,2022-09-15
"45 - 49",11,4236,45,4292,2022-09-15
"50 - 54",40,6502,119,6661,2022-09-15
"55 - 59",40,7992,208,8240,2022-09-15
"60 - 64",52,8619,406,9077,2022-09-15
"65 - 69",66,9039,800,9905,2022-09-15
"70 - 74",90,10884,1608,12582,2022-09-15
"75 - 79",113,10935,2701,13749,2022-09-15
"80 - 84",104,9302,3121,12527,2022-09-15
"85 - 89",93,6292,2405,8790,2022-09-15
">90",46,3007,1128,4181,2022-09-15
