"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",28,1409,6,1443,2021-08-21
"20 - 24",5,506,3,514,2021-08-21
"25 - 29",15,833,2,850,2021-08-21
"30 - 34",22,1206,11,1239,2021-08-21
"35 - 39",22,1389,10,1421,2021-08-21
"40 - 44",19,1742,12,1773,2021-08-21
"45 - 49",23,2909,26,2958,2021-08-21
"50 - 54",43,4525,77,4645,2021-08-21
"55 - 59",40,5489,130,5659,2021-08-21
"60 - 64",35,5487,243,5765,2021-08-21
"65 - 69",34,5365,512,5911,2021-08-21
"70 - 74",48,6302,1068,7418,2021-08-21
"75 - 79",47,5921,1741,7709,2021-08-21
"80 - 84",45,4602,1990,6637,2021-08-21
"85 - 89",28,2837,1463,4328,2021-08-21
">90",14,1243,613,1870,2021-08-21
