"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",33,1532,6,1571,2021-10-06
"20 - 24",2,555,3,560,2021-10-06
"25 - 29",11,908,2,921,2021-10-06
"30 - 34",11,1315,11,1337,2021-10-06
"35 - 39",15,1504,10,1529,2021-10-06
"40 - 44",19,1873,13,1905,2021-10-06
"45 - 49",16,3041,28,3085,2021-10-06
"50 - 54",32,4682,77,4791,2021-10-06
"55 - 59",26,5654,133,5813,2021-10-06
"60 - 64",18,5628,247,5893,2021-10-06
"65 - 69",26,5511,520,6057,2021-10-06
"70 - 74",40,6452,1091,7583,2021-10-06
"75 - 79",34,6057,1791,7882,2021-10-06
"80 - 84",41,4738,2050,6829,2021-10-06
"85 - 89",24,2927,1499,4450,2021-10-06
">90",7,1290,635,1932,2021-10-06
