"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",81,3545,12,3638,2022-04-08
"20 - 24",5,1026,3,1034,2022-04-08
"25 - 29",15,1739,3,1757,2022-04-08
"30 - 34",19,2425,15,2459,2022-04-08
"35 - 39",20,2503,14,2537,2022-04-08
"40 - 44",27,2756,22,2805,2022-04-08
"45 - 49",35,4016,41,4092,2022-04-08
"50 - 54",66,6138,109,6313,2022-04-08
"55 - 59",82,7463,187,7732,2022-04-08
"60 - 64",117,7872,365,8354,2022-04-08
"65 - 69",167,7994,736,8897,2022-04-08
"70 - 74",222,9513,1505,11240,2022-04-08
"75 - 79",270,9259,2524,12053,2022-04-08
"80 - 84",243,7731,2947,10921,2022-04-08
"85 - 89",176,5065,2230,7471,2022-04-08
">90",102,2324,1002,3428,2022-04-08
