"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",71,4203,16,4290,2022-10-05
"20 - 24",6,1134,4,1144,2022-10-05
"25 - 29",16,1936,3,1955,2022-10-05
"30 - 34",16,2641,16,2673,2022-10-05
"35 - 39",14,2684,17,2715,2022-10-05
"40 - 44",23,2960,23,3006,2022-10-05
"45 - 49",15,4254,45,4314,2022-10-05
"50 - 54",38,6538,119,6695,2022-10-05
"55 - 59",50,8051,209,8310,2022-10-05
"60 - 64",72,8677,408,9157,2022-10-05
"65 - 69",106,9128,806,10040,2022-10-05
"70 - 74",127,11008,1617,12752,2022-10-05
"75 - 79",205,11102,2711,14018,2022-10-05
"80 - 84",190,9474,3141,12805,2022-10-05
"85 - 89",137,6418,2422,8977,2022-10-05
">90",74,3083,1137,4294,2022-10-05
