"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",84,4014,15,4113,2022-08-02
"20 - 24",7,1106,3,1116,2022-08-02
"25 - 29",16,1883,3,1902,2022-08-02
"30 - 34",18,2586,15,2619,2022-08-02
"35 - 39",13,2629,17,2659,2022-08-02
"40 - 44",19,2893,22,2934,2022-08-02
"45 - 49",19,4186,45,4250,2022-08-02
"50 - 54",38,6418,116,6572,2022-08-02
"55 - 59",56,7876,202,8134,2022-08-02
"60 - 64",79,8465,399,8943,2022-08-02
"65 - 69",100,8812,783,9695,2022-08-02
"70 - 74",149,10546,1577,12272,2022-08-02
"75 - 79",180,10503,2664,13347,2022-08-02
"80 - 84",173,8890,3079,12142,2022-08-02
"85 - 89",127,5988,2351,8466,2022-08-02
">90",79,2832,1099,4010,2022-08-02
