"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",72,3029,11,3112,2022-03-05
"20 - 24",17,932,3,952,2022-03-05
"25 - 29",30,1554,3,1587,2022-03-05
"30 - 34",22,2196,13,2231,2022-03-05
"35 - 39",27,2312,13,2352,2022-03-05
"40 - 44",27,2610,21,2658,2022-03-05
"45 - 49",25,3863,36,3924,2022-03-05
"50 - 54",59,5871,100,6030,2022-03-05
"55 - 59",85,7073,175,7333,2022-03-05
"60 - 64",109,7361,344,7814,2022-03-05
"65 - 69",134,7350,702,8186,2022-03-05
"70 - 74",165,8721,1425,10311,2022-03-05
"75 - 79",203,8405,2415,11023,2022-03-05
"80 - 84",160,6859,2828,9847,2022-03-05
"85 - 89",136,4404,2108,6648,2022-03-05
">90",57,1974,929,2960,2022-03-05
