"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4193,16,4271,2022-09-30
"20 - 24",8,1131,4,1143,2022-09-30
"25 - 29",16,1932,3,1951,2022-09-30
"30 - 34",12,2638,16,2666,2022-09-30
"35 - 39",15,2677,17,2709,2022-09-30
"40 - 44",21,2958,23,3002,2022-09-30
"45 - 49",13,4247,45,4305,2022-09-30
"50 - 54",42,6530,119,6691,2022-09-30
"55 - 59",48,8027,209,8284,2022-09-30
"60 - 64",64,8661,405,9130,2022-09-30
"65 - 69",92,9099,802,9993,2022-09-30
"70 - 74",125,10967,1614,12706,2022-09-30
"75 - 79",174,11039,2708,13921,2022-09-30
"80 - 84",150,9424,3133,12707,2022-09-30
"85 - 89",119,6378,2418,8915,2022-09-30
">90",56,3062,1134,4252,2022-09-30
