"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4714,18,4795,2023-02-02
"20 - 24",6,1198,4,1208,2023-02-02
"25 - 29",11,2052,3,2066,2023-02-02
"30 - 34",15,2793,17,2825,2023-02-02
"35 - 39",10,2840,18,2868,2023-02-02
"40 - 44",20,3098,24,3142,2023-02-02
"45 - 49",13,4427,49,4489,2023-02-02
"50 - 54",28,6848,127,7003,2023-02-02
"55 - 59",43,8477,232,8752,2023-02-02
"60 - 64",44,9347,432,9823,2023-02-02
"65 - 69",74,10071,862,11007,2023-02-02
"70 - 74",88,12241,1710,14039,2023-02-02
"75 - 79",131,12717,2889,15737,2023-02-02
"80 - 84",124,11065,3301,14490,2023-02-02
"85 - 89",102,7663,2580,10345,2023-02-02
">90",51,3720,1247,5018,2023-02-02
