"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4113,15,4190,2022-09-01
"20 - 24",6,1122,3,1131,2022-09-01
"25 - 29",13,1916,3,1932,2022-09-01
"30 - 34",12,2622,16,2650,2022-09-01
"35 - 39",12,2656,17,2685,2022-09-01
"40 - 44",17,2927,23,2967,2022-09-01
"45 - 49",18,4219,45,4282,2022-09-01
"50 - 54",35,6481,119,6635,2022-09-01
"55 - 59",42,7954,207,8203,2022-09-01
"60 - 64",48,8593,405,9046,2022-09-01
"65 - 69",68,8995,794,9857,2022-09-01
"70 - 74",111,10810,1606,12527,2022-09-01
"75 - 79",135,10827,2695,13657,2022-09-01
"80 - 84",107,9210,3111,12428,2022-09-01
"85 - 89",84,6231,2393,8708,2022-09-01
">90",35,2979,1123,4137,2022-09-01
