"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4906,18,4990,2023-03-17
"20 - 24",6,1221,4,1231,2023-03-17
"25 - 29",11,2085,3,2099,2023-03-17
"30 - 34",18,2836,17,2871,2023-03-17
"35 - 39",15,2885,19,2919,2023-03-17
"40 - 44",20,3152,25,3197,2023-03-17
"45 - 49",22,4483,50,4555,2023-03-17
"50 - 54",45,6942,129,7116,2023-03-17
"55 - 59",74,8616,242,8932,2023-03-17
"60 - 64",77,9560,439,10076,2023-03-17
"65 - 69",123,10402,884,11409,2023-03-17
"70 - 74",166,12688,1746,14600,2023-03-17
"75 - 79",205,13287,2935,16427,2023-03-17
"80 - 84",231,11641,3365,15237,2023-03-17
"85 - 89",176,8065,2645,10886,2023-03-17
">90",74,3964,1279,5317,2023-03-17
