"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",27,1352,6,1385,2021-08-03
"20 - 24",6,481,3,490,2021-08-03
"25 - 29",15,786,2,803,2021-08-03
"30 - 34",23,1155,10,1188,2021-08-03
"35 - 39",20,1346,10,1376,2021-08-03
"40 - 44",30,1675,12,1717,2021-08-03
"45 - 49",31,2847,25,2903,2021-08-03
"50 - 54",42,4435,76,4553,2021-08-03
"55 - 59",49,5397,130,5576,2021-08-03
"60 - 64",46,5395,243,5684,2021-08-03
"65 - 69",38,5311,504,5853,2021-08-03
"70 - 74",52,6251,1061,7364,2021-08-03
"75 - 79",47,5858,1725,7630,2021-08-03
"80 - 84",44,4546,1968,6558,2021-08-03
"85 - 89",35,2787,1444,4266,2021-08-03
">90",20,1220,607,1847,2021-08-03
