"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",72,4820,18,4910,2023-03-03
"20 - 24",4,1213,4,1221,2023-03-03
"25 - 29",10,2072,3,2085,2023-03-03
"30 - 34",17,2814,17,2848,2023-03-03
"35 - 39",14,2867,19,2900,2023-03-03
"40 - 44",21,3132,24,3177,2023-03-03
"45 - 49",17,4454,49,4520,2023-03-03
"50 - 54",29,6902,128,7059,2023-03-03
"55 - 59",72,8546,239,8857,2023-03-03
"60 - 64",66,9458,436,9960,2023-03-03
"65 - 69",106,10255,879,11240,2023-03-03
"70 - 74",144,12471,1730,14345,2023-03-03
"75 - 79",192,13021,2920,16133,2023-03-03
"80 - 84",200,11372,3337,14909,2023-03-03
"85 - 89",150,7877,2617,10644,2023-03-03
">90",72,3854,1266,5192,2023-03-03
