"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",49,2078,10,2137,2022-01-08
"20 - 24",8,703,3,714,2022-01-08
"25 - 29",23,1185,3,1211,2022-01-08
"30 - 34",17,1727,13,1757,2022-01-08
"35 - 39",34,1915,12,1961,2022-01-08
"40 - 44",20,2295,17,2332,2022-01-08
"45 - 49",29,3565,31,3625,2022-01-08
"50 - 54",72,5410,90,5572,2022-01-08
"55 - 59",82,6520,161,6763,2022-01-08
"60 - 64",96,6746,312,7154,2022-01-08
"65 - 69",106,6724,649,7479,2022-01-08
"70 - 74",147,7927,1347,9421,2022-01-08
"75 - 79",178,7639,2265,10082,2022-01-08
"80 - 84",126,6134,2663,8923,2022-01-08
"85 - 89",80,3887,1977,5944,2022-01-08
">90",32,1742,852,2626,2022-01-08
