"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",65,3729,12,3806,2022-05-27
"20 - 24",3,1048,3,1054,2022-05-27
"25 - 29",14,1794,3,1811,2022-05-27
"30 - 34",11,2495,15,2521,2022-05-27
"35 - 39",13,2546,16,2575,2022-05-27
"40 - 44",12,2808,22,2842,2022-05-27
"45 - 49",19,4079,41,4139,2022-05-27
"50 - 54",39,6271,112,6422,2022-05-27
"55 - 59",36,7639,198,7873,2022-05-27
"60 - 64",47,8138,382,8567,2022-05-27
"65 - 69",70,8348,762,9180,2022-05-27
"70 - 74",84,9989,1541,11614,2022-05-27
"75 - 79",126,9766,2598,12490,2022-05-27
"80 - 84",93,8228,3003,11324,2022-05-27
"85 - 89",75,5453,2289,7817,2022-05-27
">90",37,2537,1049,3623,2022-05-27
